[2025-09-15 08:31:27] [INFO    ] discord.client: logging in using static token
[2025-09-15 08:32:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-15T15:32:03.155000+00:00', 'pinned': False, 'nonce': '1417171115763040256', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T01:06:25.094000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1417171113208975482', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'schedule', 'components': [], 'channel_type': 0, 'channel_id': '1412604615203094530', 'author': {'username': 'ju6403', 'public_flags': 0, 'primary_guild': None, 'id': '754631341685080064', 'global_name': 'J', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1412604614708297748'}}
[2025-09-15 08:32:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-15 08:32:04] [DEBUG   ] discord.client: Dispatching event message
[2025-09-15 08:32:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-15T15:32:03.469000+00:00', 'pinned': False, 'nonce': '18273372908689221349', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1412604728520474717'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-03T01:06:52.260000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1417171114525855816', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "2025-09-15 [('cooking', 'Ju'), ('dog_walking', 'Ju')]\n2025-09-16 [('cooking', 'Declan'), ('dog_walking', 'Ban')]\n2025-09-17 [('cooking', 'Brandon'), ('dog_walking', 'Nel')]\n2025-09-18 [('cooking', 'Nel'), ('dog_walking', 'Ju')]\n2025-09-19 [('cooking', 'Ju'), ('dog_walking', 'Ban')]\n2025-09-20 [('cooking', 'Declan'), ('dog_walking', 'Nel')]\n2025-09-21 [('cooking', 'Brandon'), ('dog_walking', 'Ju')]", 'components': [], 'channel_type': 0, 'channel_id': '1412604615203094530', 'author': {'username': 'task_manager', 'public_flags': 524288, 'primary_guild': None, 'id': '1412579823942897737', 'global_name': None, 'display_name_styles': None, 'discriminator': '4288', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1412604614708297748'}}
[2025-09-15 08:32:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-15 08:32:04] [DEBUG   ] discord.client: Dispatching event message
[2025-09-15 08:32:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1412604615203094530/messages with {"content":"2025-09-15 [('cooking', 'Ju'), ('dog_walking', 'Ju')]\n2025-09-16 [('cooking', 'Declan'), ('dog_walking', 'Ban')]\n2025-09-17 [('cooking', 'Brandon'), ('dog_walking', 'Nel')]\n2025-09-18 [('cooking', 'Nel'), ('dog_walking', 'Ju')]\n2025-09-19 [('cooking', 'Ju'), ('dog_walking', 'Ban')]\n2025-09-20 [('cooking', 'Declan'), ('dog_walking', 'Nel')]\n2025-09-21 [('cooking', 'Brandon'), ('dog_walking', 'Ju')]\n","components":[],"nonce":"18273372908689221349","enforce_nonce":true,"tts":false} has returned 200
[2025-09-15 08:32:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1412604615203094530/messages has received {'type': 0, 'content': "2025-09-15 [('cooking', 'Ju'), ('dog_walking', 'Ju')]\n2025-09-16 [('cooking', 'Declan'), ('dog_walking', 'Ban')]\n2025-09-17 [('cooking', 'Brandon'), ('dog_walking', 'Nel')]\n2025-09-18 [('cooking', 'Nel'), ('dog_walking', 'Ju')]\n2025-09-19 [('cooking', 'Ju'), ('dog_walking', 'Ban')]\n2025-09-20 [('cooking', 'Declan'), ('dog_walking', 'Nel')]\n2025-09-21 [('cooking', 'Brandon'), ('dog_walking', 'Ju')]", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-15T15:32:03.469000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1417171114525855816', 'channel_id': '1412604615203094530', 'author': {'id': '1412579823942897737', 'username': 'task_manager', 'avatar': None, 'discriminator': '4288', 'public_flags': 524288, 'flags': 524288, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18273372908689221349'}
[2025-09-15 08:32:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:32:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:32:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:32:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:33:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:33:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:34:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:34:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:34:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:34:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:35:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:35:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:36:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:36:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:36:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:36:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:37:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:37:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:38:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:38:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:39:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:39:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:39:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:39:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:40:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:40:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:41:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:41:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:41:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:41:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:42:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:42:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:43:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:43:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:43:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:43:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:44:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:44:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:45:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:45:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:45:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:45:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:46:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:46:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:47:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:47:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:47:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:47:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:48:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:48:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:49:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:49:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:50:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:50:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:50:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:50:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:51:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:51:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:52:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:52:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:52:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:52:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:53:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:53:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:54:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:54:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:54:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:54:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:55:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:55:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:56:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:56:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:56:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:56:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:57:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:57:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:58:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:58:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:58:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:58:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 08:59:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 08:59:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:00:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:00:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:01:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:01:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:01:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:01:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:02:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:02:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:03:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:03:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:03:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:03:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:04:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:04:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:05:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:05:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:05:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:05:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:06:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:06:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:07:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:07:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:07:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:07:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:08:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:08:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:09:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:09:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:09:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:09:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:10:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:10:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:11:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:11:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:12:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:12:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:12:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:12:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:13:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:13:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:14:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:14:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:14:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:14:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:15:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:15:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:16:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:16:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:16:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:16:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:17:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:17:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:18:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:18:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:18:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:18:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:19:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:19:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:20:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:20:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:20:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:20:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:21:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:21:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:22:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:22:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:23:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:23:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:23:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:23:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:24:24] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:24:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:25:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:25:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:25:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:25:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:26:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:26:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:27:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:27:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:27:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:27:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:28:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:28:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:29:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:29:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:29:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:29:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:30:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:30:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:31:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:31:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:31:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:31:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:32:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:32:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:33:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:33:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:34:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:34:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:34:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:34:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:35:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-09-15 09:35:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-09-15 09:36:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
